Rank,Team,Points,Conference,Change,Year,Season,Gender,Division,Description
23.0,NEW MEXICO,11.0,Mountain West,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
23.0,OKLAHOMA,11.0,Big 12,▲24(LW: 47),2017,Outdoor Track,Men,I,FINAL - June 10th
23.0,UTEP,11.0,Conference USA,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
26.0,TEXAS,10.0,Big 12,▲10(LW: 36),2017,Outdoor Track,Men,I,FINAL - June 10th
26.0,CORNELL,10.0,Ivy League,◀▶(LW: 26),2017,Outdoor Track,Men,I,FINAL - June 10th
26.0,KANSAS STATE,10.0,Big 12,◀▶(LW: 26),2017,Outdoor Track,Men,I,FINAL - June 10th
26.0,KENT STATE,10.0,Mid-American,▲46(LW: 72),2017,Outdoor Track,Men,I,FINAL - June 10th
26.0,MISSISSIPPI STATE,10.0,SEC,▼17(LW: 9),2017,Outdoor Track,Men,I,FINAL - June 10th
26.0,STANFORD,10.0,Pac-12,▼13(LW: 13),2017,Outdoor Track,Men,I,FINAL - June 10th
32.0,VIRGINIA TECH,9.0,ACC,▼24(LW: 8),2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,OHIO STATE,8.0,Big Ten,▲14(LW: 47),2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,MICHIGAN STATE,8.0,Big Ten,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,CINCINNATI,8.0,American,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,SOUTHEASTERN LOUISIANA,8.0,Southland,▲3(LW: 36),2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,BYU,8.0,Independent,▲3(LW: 36),2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,COLORADO STATE,8.0,Mountain West,▲3(LW: 36),2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,UCLA,8.0,Pac-12,▼15(LW: 18),2017,Outdoor Track,Men,I,FINAL - June 10th
33.0,ILLINOIS,8.0,Big Ten,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,IONA,6.0,Metro Atlantic,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,BUTLER,6.0,Big East,▲35(LW: 76),2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,WYOMING,6.0,Mountain West,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,MICHIGAN,6.0,Big Ten,▼28(LW: 13),2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,PITTSBURGH,6.0,ACC,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,ARIZONA,6.0,Pac-12,▼18(LW: 23),2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,SYRACUSE,6.0,ACC,▲6(LW: 47),2017,Outdoor Track,Men,I,FINAL - June 10th
41.0,MINNESOTA,6.0,Big Ten,▲6(LW: 47),2017,Outdoor Track,Men,I,FINAL - June 10th
49.0,SOUTH DAKOTA,5.5,Summit League,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
49.0,SOUTH CAROLINA,5.5,SEC,▼2(LW: 47),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,OKLAHOMA STATE,5.0,Big 12,▼36(LW: 15),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,SAMFORD,5.0,SoCon,▲25(LW: 76),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,FLORIDA STATE,5.0,ACC,▲13(LW: 64),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,MISSOURI,5.0,SEC,▲13(LW: 64),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,NORTH CAROLINA,5.0,ACC,▼15(LW: 36),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,ARKANSAS STATE,5.0,Sun Belt,▼22(LW: 29),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,WAKE FOREST,5.0,ACC,▲25(LW: 76),2017,Outdoor Track,Men,I,FINAL - June 10th
51.0,NORTH DAKOTA STATE,5.0,Summit League,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
59.0,RICE,4.0,Conference USA,▼1(LW: 58),2017,Outdoor Track,Men,I,FINAL - June 10th
59.0,COLORADO,4.0,Pac-12,▼12(LW: 47),2017,Outdoor Track,Men,I,FINAL - June 10th
59.0,NAVY,4.0,Patriot,▲5(LW: 64),2017,Outdoor Track,Men,I,FINAL - June 10th
59.0,CLEMSON,4.0,ACC,▼26(LW: 33),2017,Outdoor Track,Men,I,FINAL - June 10th
59.0,CAMPBELL,4.0,Big South,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
59.0,KENTUCKY,4.0,SEC,▼37(LW: 22),2017,Outdoor Track,Men,I,FINAL - June 10th
65.0,UTAH STATE,3.0,Mountain West,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
65.0,WICHITA STATE,3.0,Missouri Valley,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
65.0,MIAMI (OHIO),3.0,Mid-American,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
65.0,IOWA STATE,3.0,Big 12,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
69.0,GONZAGA,2.0,Independent,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
69.0,NEBRASKA,2.0,Big Ten,▼59(LW: 10),2017,Outdoor Track,Men,I,FINAL - June 10th
69.0,CALIFORNIA,2.0,Pac-12,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
69.0,NORTHERN ARIZONA,2.0,Big Sky,▼46(LW: 23),2017,Outdoor Track,Men,I,FINAL - June 10th
69.0,PORTLAND,2.0,Independent,▼11(LW: 58),2017,Outdoor Track,Men,I,FINAL - June 10th
74.0,FURMAN,1.0,SoCon,▼2(LW: 72),2017,Outdoor Track,Men,I,FINAL - June 10th
74.0,SOUTH ALABAMA,1.0,Sun Belt,▼10(LW: 64),2017,Outdoor Track,Men,I,FINAL - June 10th
74.0,ARIZONA STATE,1.0,Pac-12,▼38(LW: 36),2017,Outdoor Track,Men,I,FINAL - June 10th
74.0,BAYLOR,1.0,Big 12,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
74.0,RUTGERS,1.0,Big Ten,▼27(LW: 47),2017,Outdoor Track,Men,I,FINAL - June 10th
1.0,OREGON,64.0,Pac-12,▲1(LW: 2),2017,Outdoor Track,Women,I,FINAL - June 10th
2.0,GEORGIA,62.2,SEC,▲1(LW: 3),2017,Outdoor Track,Women,I,FINAL - June 10th
3.0,SOUTHERN CALIFORNIA,43.0,Pac-12,▲6(LW: 9),2017,Outdoor Track,Women,I,FINAL - June 10th
4.0,KENTUCKY,40.0,SEC,▲7(LW: 11),2017,Outdoor Track,Women,I,FINAL - June 10th
5.0,FLORIDA,39.0,SEC,▲4(LW: 9),2017,Outdoor Track,Women,I,FINAL - June 10th
6.0,ARKANSAS,38.2,SEC,▼5(LW: 1),2017,Outdoor Track,Women,I,FINAL - June 10th
7.0,LSU,32.0,SEC,▼1(LW: 6),2017,Outdoor Track,Women,I,FINAL - June 10th
7.0,TEXAS,32.0,Big 12,▼3(LW: 4),2017,Outdoor Track,Women,I,FINAL - June 10th
9.0,KANSAS STATE,25.0,Big 12,▼2(LW: 7),2017,Outdoor Track,Women,I,FINAL - June 10th
10.0,ARIZONA STATE,21.0,Pac-12,▲36(LW: 46),2017,Outdoor Track,Women,I,FINAL - June 10th
11.0,VIRGINIA TECH,19.0,ACC,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
12.0,COLORADO,16.0,Pac-12,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
13.0,KENT STATE,15.0,Mid-American,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
13.0,BOISE STATE,15.0,Mountain West,▲41(LW: 54),2017,Outdoor Track,Women,I,FINAL - June 10th
13.0,TEXAS A&M,15.0,SEC,▼8(LW: 5),2017,Outdoor Track,Women,I,FINAL - June 10th
13.0,STANFORD,15.0,Pac-12,▼6(LW: 7),2017,Outdoor Track,Women,I,FINAL - June 10th
17.0,MISSOURI,14.0,SEC,▲20(LW: 37),2017,Outdoor Track,Women,I,FINAL - June 10th
18.0,KANSAS,12.0,Big 12,▲34(LW: 52),2017,Outdoor Track,Women,I,FINAL - June 10th
19.0,INDIANA,11.0,Big Ten,▲18(LW: 37),2017,Outdoor Track,Women,I,FINAL - June 10th
19.0,FLORIDA STATE,11.0,ACC,▲10(LW: 29),2017,Outdoor Track,Women,I,FINAL - June 10th
21.0,IOWA STATE,10.0,Big 12,▲8(LW: 29),2017,Outdoor Track,Women,I,FINAL - June 10th
21.0,MIAMI (FLA.),10.0,ACC,▼5(LW: 16),2017,Outdoor Track,Women,I,FINAL - June 10th
21.0,ARIZONA,10.0,Pac-12,▲21(LW: 42),2017,Outdoor Track,Women,I,FINAL - June 10th
21.0,UTEP,10.0,Conference USA,▲8(LW: 29),2017,Outdoor Track,Women,I,FINAL - June 10th
21.0,PURDUE,10.0,Big Ten,▲31(LW: 52),2017,Outdoor Track,Women,I,FINAL - June 10th
21.0,MICHIGAN,10.0,Big Ten,▼1(LW: 20),2017,Outdoor Track,Women,I,FINAL - June 10th
21.0,SAN FRANCISCO,10.0,Independent,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
28.0,ALABAMA,9.7,SEC,▲1(LW: 29),2017,Outdoor Track,Women,I,FINAL - June 10th
29.0,HARVARD,9.0,Ivy League,▼12(LW: 17),2017,Outdoor Track,Women,I,FINAL - June 10th
29.0,PENN STATE,9.0,Big Ten,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
29.0,OLE MISS,9.0,SEC,▼7(LW: 22),2017,Outdoor Track,Women,I,FINAL - June 10th
32.0,SAN DIEGO STATE,8.0,Mountain West,▼12(LW: 20),2017,Outdoor Track,Women,I,FINAL - June 10th
32.0,NEW MEXICO,8.0,Mountain West,▼17(LW: 15),2017,Outdoor Track,Women,I,FINAL - June 10th
32.0,NORTHERN ARIZONA,8.0,Big Sky,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
32.0,AKRON,8.0,Mid-American,▲9(LW: 41),2017,Outdoor Track,Women,I,FINAL - June 10th
32.0,EASTERN MICHIGAN,8.0,Mid-American,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
32.0,LOUISVILLE,8.0,ACC,NR,2017,Outdoor Track,Women,I,FINAL - June 10th
38.0,MISSISSIPPI STATE,6.0,SEC,▼25(LW: 13),2017,Outdoor Track,Women,I,FINAL - June 10th
